id	date	source	title	content	author	url	published	published_utc	collection_utc	network	location	ip2024
"cincyreporter--2022-11-25--Officer Awarded Meritorious Police Service Commendation for Courage"	2022-11-25	"cincyreporter"	"Officer Awarded Meritorious Police Service Commendation for Courage"	"The Meritorious Police Service Commendation for Courage is awarded for an act of bravery intelligently performed involving personal risk to life, or for another life-saving act.\n\nIn the early morning hours of August 9, 2022, Officer Pete Bronner was patrolling the industrial area on Williamson Road when he suddenly encountered a severely injured eight-year-old boy that had multiple lacerations to his limbs, one of which was life-threatening. It was later determined the child’s mother committed suicide and the child jumped through a second-story glass window to seek help.\n\nUtilizing a wide range of personal and professional skills during this traumatic and rapidly evolving incident, Officer Bronner was able to quickly attend to the child’s medical needs by requesting EMS and applying a tourniquet. This fast thinking greatly reduced the amount of blood loss to the child and in all likelihood saved his life. Officer Bronner quickly developed a rapport with the child gathering valuable information that would assist investigators and responding officers.\n\nAfter administering lifesaving medical treatment Officer Bronner quickly turned his focus to the trauma and stress the child was experiencing by reassuring the young boy everything would be OK. They spoke about shopping, toys, and a Spiderman movie; this brought a level of comfort and a smile to the face of this child in the midst of an overwhelming and tragic event.\n\nAs a direct result of Officer Bronner’s diligent patrol tactics and life-saving efforts, this child reached the hospital in time for treatment and is alive today.\n\nIt is for these reasons that the City of Blue Ash Police Department would like to award Police Officer Pete Bronner with the Meritorious Police Service Commendation for Courage on this 10th day of November, 2022.\n\nOfficer Pete Bronner was honored with a Meritorious Police Service Commendation for Courage at the November 10 City Council meeting.\n\nOriginal source can be found here."	"Press release submission"	"https://cincyreporter.com/stories/635389241-officer-awarded-meritorious-police-service-commendation-for-courage"	"Fri, 25 Nov 2022 00:38:47 -0600"	1669354727	1669378442	"Metric Media"	"Ohio"	"IP_Address_17"
"indystandard--2021-06-20--Ellen Zucker donates $250 to Christina Hale's campaign committee in Q3 2020"	2021-06-20	"indystandard"	"Ellen Zucker donates $250 to Christina Hale's campaign committee in Q3 2020"	"Ellen Zucker donated $250 to Christina Hale during the third quarter of 2020, according to the Federal Election Commission (FEC)\n\nDonations can be made to political candidates in various amounts. The FEC regulates these donations; individual groups, excluding PACs, must disclose donations over $250 per year.\n\nThe following table lists the top 100 contributions donated to Christina Hale's campaign in 2020.\n\nTop 100 contributions to Christina Hale's campaign in 2020"	"Indy Standard"	"https://indystandard.com/stories/590538324-ellen-zucker-donates-250-to-christina-hale-s-campaign-committee-in-q3-2020"	"Sun, 20 Jun 2021 02:45:51 -0500"	1624171551	1624232993	"Metric Media"	"Indiana"	"IP_Address_17"
"scnewyorknews--2021-12-12--ZIP Code 13815: four PPP loans provided to small businesses in July 2020"	2021-12-12	"scnewyorknews"	"ZIP Code 13815: four PPP loans provided to small businesses in July 2020"	"There were four PPP loans provided in July 2020 to small businesses in ZIP Code 13815, according to the US Small Business Administration\n\nThe Paycheck Protection Program (PPP) provides loans to small businesses affected by the COVID-19 pandemic. Companies with less than 500 employees, sole-proprietorships, independent contractors and self-employed individuals may qualify for these loans, according to Harvard Business School.\n\nA report on the program analyzed by the Peter G. Peterson Foundation found the “distribution of loans across sectors didn’t mirror the distribution of job losses.” It showed restaurants and food service businesses did not receive many loans, despite suffering the highest level of job losses.\n\nA preliminary analysis from the National Bureau of Economic Research suggests the areas most affected by economic disruption did not receive the most loans.\n\nThe Paycheck Protection Program ended on May 31, 2021. Existing borrowers may be eligible for loan forgiveness at the discretion of the lender."	"SC New York News"	"https://scnewyorknews.com/stories/613569411-zip-code-13815-four-ppp-loans-provided-to-small-businesses-in-july-2020"	"Sun, 12 Dec 2021 12:06:53 -0600"	1639328813	1639401863	"Metric Media"	"New York"	"IP_Address_17"
"northhennepinnews--2022-12-06--Maple Grove tennis player Joy Zhou ranks in Girls’ 16 singles bracket in week ending Nov. 11"	2022-12-06	"northhennepinnews"	"Maple Grove tennis player Joy Zhou ranks in Girls’ 16 singles bracket in week ending Nov. 11"	"Maple Grove tennis player Joy Zhou won 52 points playing singles tournaments in the junior Girls’ 16 category of the United States Tennis Association by the week ending Nov. 11.\n\nTheir 52 points playing singles are combined with 15 percent of their doubles points and any bonus points for a 17,186th ranking.\n\nThey were ranked 17,064th the week before.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” “he said.”"	"North Hennepin News"	"https://northhennepinnews.com/stories/635306186-maple-grove-tennis-player-joy-zhou-ranks-in-girls-16-singles-bracket-in-week-ending-nov-11"	"Tue, 06 Dec 2022 13:05:47 -0600"	1670349947	1670375406	"Metric Media"	"Minnesota"	"IP_Address_17"
"sanantoniostandard--2023-06-12--Congressman Castro Joins Prosper West, Community Partners To Celebrate Completion Of Inaugural Casa "	2023-06-12	"sanantoniostandard"	"Congressman Castro Joins Prosper West, Community Partners To Celebrate Completion Of Inaugural Casa Bella Affordable Home"	"SAN ANTONIO – On June 2, Congressman Joaquin Castro (TX-20) joined Prosper West, Bexar County Commissioner Justin Rodriguez, the San Antonio Area Foundation, and Texas Capital Bank for a ribbon-cutting to celebrate the completion of the first new affordable housing redevelopment under the new Casa Bella program.\n\nCongressman Castro delivers remarks at the new Casa Bella property\n\n“As San Antonio grows, we need to be intentional about keeping the Westside affordable for the families who have called it home for generations,” said Congressman Joaquin Castro. “Homeownership is one of the most powerful ways for families to build lasting wealth, and every Casa Bella home is an investment in an inclusive future for the Westside. My office is excited to bring new federal funding back home to support the Casa Bella project, and I’m grateful to Prosper West, Commissioner Rodriguez, the San Antonio Area Foundation, and Texas Capital Bank for their commitment to bringing this project to life.”\n\nThe Casa Bella program is designed to maintain affordable housing stock on San Antonio’s Westside. Through the program, neglected, abandoned, or chronically vacant residential properties are acquired, rehabilitated to modern housing standards, and sold to families who earn up to eighty percent of the Area Median Income.\n\nLast year, Congressman Castro secured $1 million in grant funding for the U.S. Department of Housing and Urban Development to support Casa Bella. Combined with additional funding from the Bexar County Commission, the grant will allow for the rehabilitation of an additional 20+ homes in the area. Texas Capital Bank, which provided funding for the first house under Casa Bella, has extended flexible financing to help support the program through the next 20+ homes.\n\n“Vacancy leads to vagrancy, and it robs our community of potential housing supply. By restoring these homes and putting them back into productive use, we are able to improve neighborhoods, increase affordable homeownership opportunities, and bring families back to the Westside,” said Prosper West President and CEO Ramiro Gonzales. “Building a new house is much more economical than rehabbing existing ones, but if we want our neighborhoods to maintain their character and still serve our housing needs, we have to do the work that the private market will not deliver.”\n\n“The Westside is one of San Antonio’s most revered cultural hubs, with a deep history of resilience, and a perfect place to provide families an opportunity to make ‘a home.’ We know that stable housing is what can change people’s lives and their trajectory of what is possible. On behalf of our board of directors and staff, we are delighted to provide catalytic support for this transformational work in providing affordable housing – one casa bella at a time!” said Patricia Mejia, Vice President of Community Engagement and Impact at the San Antonio Area Foundation.\n\n“Affordable housing is a growing crisis in San Antonio, and Texas Capital Bank is proud to partner with Prosper West on this project to benefit the families in this community,” said Ricky Maldonado, San Antonio Market President for Texas Capital Bank.\n\nThanks to a grant from the San Antonio Area Foundation, the John L. Santikos Fund, and interim financing from Texas Capital Bank, the property that opened today on West César E. Chávez Boulevard was purchased this past November. Built in 1960, the ranch-style 2-bedroom/1-bath house underwent a full transformation, bringing the property up-to-code, with fresh updates and energy-efficient upgrades. With a large backyard available for expansion and within walking distance of De Zavala Elementary School, this property is ideal for a starting family. Total project costs, including acquisition, totaled just over $210,000, but thanks to the Area Foundation grant, the home will be sold affordably for under $170,000.\n\nOriginal source can be found here."	"San Antonio Standard Report"	"https://sanantoniostandard.com/stories/643691751-congressman-castro-joins-prosper-west-community-partners-to-celebrate-completion-of-inaugural-casa-bella-affordable-home"	"Mon, 12 Jun 2023 00:00:04 -0500"	1686542404	1686573734	"Metric Media"	"Texas"	"IP_Address_24"
"monroereview--2021-05-15--HHS provides $84,595 to businesses in Lambertville under CARES Act"	2021-05-15	"monroereview"	"HHS provides $84,595 to businesses in Lambertville under CARES Act"	"Through the fourth quarter of 2020, businesses in Lambertville received $84,595 in health-related relief from the CARES Act issued by the Department of Health and Human Services\n\nAccording to numbers reported through the fourth quarter of 2020, businesses in Michigan received $3.2 billion in health-related relief from the CARES Act issued by the Department of Health and Human Services. The largest recipient of funding in the state was Henry Ford Health System with a total of $225.1 million. The average loan size in the city was $8,460 while the state's average loan amount was $235,069.\n\nOf the money distributed, $30 billion went out automatically to health providers based on previous year medicare payments. If the money wasn't returned within 90 days the provider is then automatically entered into the repayment terms that are issued by HHS. With the money going out automatically and the rules constantly changing, some of the businesses that received the money weren't eligible to receive it once the final rules were sent out.\n\nAccording to the Department of Health and Human Services, this information represents the list of providers that received a payment from the General Distribution, High Impact Targeted Allocation, Safety Net Hospitals, Non-Medicare, Rural Targeted Allocation and/or the Skilled Nursing Facility Targeted Allocation of the Provider Relief Fund and who have attested to receiving one or more payments and agreed to the Terms and Conditions as of July 8, 2020."	"Monroe Review"	"https://monroereview.com/stories/595944545-hhs-provides-84-595-to-businesses-in-lambertville-under-cares-act"	"Sat, 15 May 2021 04:41:30 -0500"	1621068090	1621122596	"Metric Media"	"Michigan"	"IP_Address_24"
"limareporter--2022-01-22--ZIP Code 45888: three PPP loans provided to small businesses in 2020"	2022-01-22	"limareporter"	"ZIP Code 45888: three PPP loans provided to small businesses in 2020"	"There were three PPP loans provided to small businesses in 2020 in ZIP Code 45888, according to the US Small Business Administration\n\nThe Paycheck Protection Program (PPP) provided loans to small businesses affected by the COVID-19 pandemic. Companies with less than 500 employees, sole-proprietorships, independent contractors and self-employed individuals could qualify for these loans, according to Harvard Business School.\n\nA report on the program analyzed by the Peter G. Peterson Foundation found the “distribution of loans across sectors didn’t mirror the distribution of job losses.” It showed restaurants and food service businesses did not receive many loans, despite suffering the highest level of job losses.\n\nA preliminary analysis from the National Bureau of Economic Research suggests the areas most affected by economic disruption did not receive the most loans.\n\nThe Paycheck Protection Program ended on May 31, 2021. Existing borrowers may be eligible for loan forgiveness at the discretion of the lender."	"Lima Reporter"	"https://limareporter.com/stories/616108265-zip-code-45888-three-ppp-loans-provided-to-small-businesses-in-2020"	"Sat, 22 Jan 2022 02:09:16 -0600"	1642835356	1642898574	"Metric Media"	"Ohio"	"IP_Address_24"
"santafestandard--2021-08-17--Steven Farber from Santa Fe contributes a total of $108 to Democratic Party candidate Lisa  Martinez"	2021-08-17	"santafestandard"	"Steven Farber from Santa Fe contributes a total of $108 to Democratic Party candidate Lisa  Martinez"	"Steven Farber from Santa Fe has contributed a total of $108 to Democratic Party candidate Lisa Martinez in 2020, according to New Mexico Campaign Finance Information System\n\nThere have been $1,477,797 total contributions made to political candidates and committees by individuals and organizations in Santa Fe in 2020, 89.6% of which have gone to Democratic Party causes and candidates.\n\nThe candidate that received the most money in contributions was Democratic Party candidate Shannon Bacon.\n\nDonations made to political groups or candidates must be disclosed under state law for greater transparency in elections. While Congress created the Federal Election Commission to oversee federal elections in 1974, each state is left to regulate its local elections. According to the National Conference of State Legislatures, eleven states have no limits on how much can be contributed to a candidate by individual donors, while the other 39 states often limit the amount someone can contribute based on the office the candidate is running for.\n\nTop 1000 Contributions by Individuals and Organizations in Santa Fe"	"Santa Fe Standard"	"https://santafestandard.com/stories/565859151-steven-farber-from-santa-fe-contributes-a-total-of-108-to-democratic-party-candidate-lisa-martinez"	"Tue, 17 Aug 2021 03:45:16 -0500"	1629186316	1629249217	"Metric Media"	"New Mexico"	"IP_Address_24"
"idbusinessdaily--2022-07-30--Wall Street: Hecla Mining Co. (HL:NYQ) shares rise on July 29"	2022-07-30	"idbusinessdaily"	"Wall Street: Hecla Mining Co. (HL:NYQ) shares rise on July 29"	"Shares in Hecla Mining Co. (HL:NYQ) in Coeur d'Alene finished July 29 at $4.53 USD on the stock exchange.\n\nThis is a 3.19 percent rise from the day before when it closed at $4.39.\n\nStocks in Hecla Mining Co. have reached as high as $4.59 and as low as $4.32 USD.\n\nHecla Mining Co. employs 1,650 people and has reported $17,250,000 USD in income.\n\nDespite a tumultuous year with the COVID-19 pandemic, the US stock market overall remained strong in 2021.\n\nTony Despirito at investment firm BlackRock said “Overall, companies have beat analyst expectations on both earnings per share and revenue growth. But the latter has been particularly strong.”\n\nGeorge Sweeney, a qualified financial advisor writing for The Motley Fool, cautioned the market will have to cool eventually, though it may not be a full crash as some predict.\n\n“The market seems to flinch with any piece of news. My view is there could be a drop in the stock market...but only if there is some significant bad news or a global event.”\n\nNothing in this article is to be assumed as financial advice.\n\nIndividual companies can have several different types of shares across many stock markets. It is possible for different types of shares to see different results on the market."	"Idaho Business Daily"	"https://idbusinessdaily.com/stories/629626939-wall-street-hecla-mining-co-hl-nyq-shares-rise-on-july-29"	"Sat, 30 Jul 2022 07:12:11 -0500"	1659179531	1659267333	"Metro Business Network (Franklin Archer)"	"Idaho"	"IP_Address_27"
"wctexasnews--2022-02-09--Seven devices licenses set to expire during Q4 in Brown"	2022-02-09	"wctexasnews"	"Seven devices licenses set to expire during Q4 in Brown"	"There are seven devices licenses held by individuals and organizations from Brown set to expire during the fourth quarter, an increase over the previous quarter, according to data from the DSHS Professional Licensing and Certification Unit\n\nThe DSHS Professional Licensing and Certification Unit consists of 23 regulatory programs. The programs evaluate and issue credentials, administer examinations, monitor continuing education activities, conduct complaint investigations, impose disciplinary sanctions, and regulate various health professions and related facilities in the State of Texas.\n\nThe licenses listed in the table below will expire in the fourth quarter if they are not renewed.\n\nDevices licenses set to expire in Brown during Q4"	"WC Texas News"	"https://wctexasnews.com/stories/617524439-seven-devices-licenses-set-to-expire-during-q4-in-brown"	"Wed, 09 Feb 2022 01:18:52 -0600"	1644387532	1644458229	"Metric Media"	"Texas"	"IP_Address_17"
"northacadiananews--2022-09-04--How many points did John Wassell from New Iberia win in Boys' 18 doubles USTA competitions by week e"	2022-09-04	"northacadiananews"	"How many points did John Wassell from New Iberia win in Boys' 18 doubles USTA competitions by week ending June 11?"	"New Iberia tennis player John Wassell won 75 points playing doubles tournaments in the junior Boys’ 18 category of the United States Tennis Association by the week ending June 11.\n\nThey are ranked 8,250th, up from 8,251st the week before.\n\nTheir 75 points playing doubles equal 15 percent of their total score, added to 100 percent of their singles points.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said.\n\nWeekly standings collected on Sept. 2 from the USTA."	"North Acadiana News"	"https://northacadiananews.com/stories/631130327-how-many-points-did-john-wassell-from-new-iberia-win-in-boys-18-doubles-usta-competitions-by-week-ending-june-11"	"Sun, 04 Sep 2022 04:42:45 -0500"	1662280965	1662724758	"Metric Media"	"Louisiana"	"IP_Address_17"
"piercetoday--2022-01-03--Willie C. Stewart donates $225 to Marilyn Strickland's campaign committee from January to June"	2022-01-03	"piercetoday"	"Willie C. Stewart donates $225 to Marilyn Strickland's campaign committee from January to June"	"Willie C. Stewart donated $225 to Marilyn Strickland from January to June 2021, according to the Federal Election Commission (FEC)\n\nDonations can be made to political candidates in various amounts. The FEC regulates these donations, and individual groups, excluding PACs, must disclose donations over $250 per year.\n\nThe following table lists the top 100 contributions donated to Marilyn Strickland's campaign in 2021.\n\nTop 100 contributions to Marilyn Strickland's campaign in 2021"	"Pierce Today"	"https://piercetoday.com/stories/612915872-willie-c-stewart-donates-225-to-marilyn-strickland-s-campaign-committee-from-january-to-june"	"Mon, 03 Jan 2022 12:01:44 -0600"	1641229304	1641302590	"Metric Media"	"Washington"	"IP_Address_24"
"greenvilleleader--2022-03-09--How many points did Bruno Nickel from Greer win in Boys' 14 doubles USTA competitions by week ending"	2022-03-09	"greenvilleleader"	"How many points did Bruno Nickel from Greer win in Boys' 14 doubles USTA competitions by week ending Dec. 11, 2021?"	"Greer tennis player Bruno Nickel won 90 points playing doubles tournaments in the junior Boys’ 14 category of the United States Tennis Association by the week ending Dec. 11, 2021.\n\nThey are ranked 1,944th, down from 1,922nd the week before.\n\nTheir 90 points playing doubles equal 15 percent of their total score, added to 100 percent of their singles points.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said.\n\nWeekly standings collected on Mar. 3 from the USTA."	"Greenville Leader"	"https://greenvilleleader.com/stories/621232899-how-many-points-did-bruno-nickel-from-greer-win-in-boys-14-doubles-usta-competitions-by-week-ending-dec-11-2021"	"Wed, 09 Mar 2022 12:19:42 -0600"	1646846382	1646915587	"Metric Media"	"South Carolina"	"IP_Address_17"
"westnovanews--2022-01-15--Encompass Health Corporation Announces Extension of Consent Solicitation of Holders of its 4.500% Se"	2022-01-15	"westnovanews"	"Encompass Health Corporation Announces Extension of Consent Solicitation of Holders of its 4.500% Senior Notes due 2028, 4.750% Senior Notes due 2030 and 4.625% Senior Notes due 2031"	"UVA Encompass Health Rehabilitation Hospital issued the following announcement on Jan. 19\n\nEncompass Health Corporation, a national leader in integrated healthcare, offering facility-based and home-based patient care through its network of inpatient rehabilitation hospitals and home health and hospice agencies, today announced the extension of its solicitation of consents (the “Consent Solicitation”) from the holders of its 4.500% Senior Notes due 2028, 4.750% Senior Notes due 2030 and 4.625% Senior Notes due 2031 (collectively, the “Notes”) to certain proposed amendments (the “Proposed Amendments”) described in the Consent Solicitation Statement, dated December 9, 2021 (as previously amended on December 16, 2021, as amended hereby and as may be further amended or supplemented from time to time, the “Statement”) to the indenture governing the Notes (the “Indenture”). The Consent Solicitation is being made in accordance with the terms and subject to the conditions stated in the Statement.\n\nThe expiration time for the Consent Solicitation with respect to the Notes is being extended to 5:00 p.m., New York City time, on January 24, 2022, unless further extended or earlier terminated by the Company.\n\nExcept as described above, all other terms and conditions of the Consent Solicitation as set forth in the Statement remain unchanged and in effect. Holders of the Notes who have validly delivered their consents with respect to the Proposed Amendments do not need to deliver new consents or take any other action in response to this announcement in order to consent to the Proposed Amendments. Consents (whether previously or hereafter delivered) with respect to the Notes may only be revoked in the manner described in the Statement.\n\nEncompass Health reserves the right to modify the Statement and the terms and conditions of the Consent Solicitation or to terminate the Consent Solicitation at any time.\n\nCitigroup Global Markets Inc. and Goldman Sachs & Co. LLC are the solicitation agents in the Consent Solicitation and Global Bondholder Services Corporation has been retained to serve as the information and tabulation agent. Persons with questions regarding the Consent Solicitation should contact Citigroup Global Markets Inc. at (toll free) +1 (800) 558-3745 or (collect) +1 (212) 723-6106 or by e-mail at ny.liabilitymanagement@citi.com and Goldman Sachs & Co. LLC at (toll free) +1 (800) 828-3182 or (collect) +1 (212) 902-5962 or by e-mail at GS-LM-NYC@gs.com. Requests for the Statement should be directed to Global Bondholder Services Corporation, at (toll free) +1 (866) 470-3700, (banks and brokers) +1 (212) 430-3774, by facsimile (for Eligible Institutions only) at +1 (212) 430-3775/3779 or by e-mail to contact@gbsc-usa.com.\n\nNone of the Company, the solicitation agents, the information and tabulation agent and the indenture trustee or any of their respective affiliates is making any recommendation as to whether holders of the Extended Solicitation Notes should deliver consents in response to the Consent Solicitation. Holders must make their own decisions as to whether to deliver consents.\n\nThis press release is for informational purposes only and is neither an offer to sell nor a solicitation of an offer to buy any security. This announcement is also not a solicitation of consents with respect to the Proposed Amendments or otherwise. The Consent Solicitation is being made solely through the Statement referred to above and related materials. The Consent Solicitation is not being made to holders of the Notes in any jurisdiction in which the Company is aware that the making of the Consent Solicitation would not be in compliance with the laws of such jurisdiction. In any jurisdiction in which the securities laws or blue sky laws require the Consent Solicitation to be made by a licensed broker or dealer, the Consent Solicitation will be deemed to be made on the Company’s behalf by the solicitation agents or one or more registered brokers or dealers that are licensed under the laws of such jurisdiction. Neither the Statement nor any documents related to the Consent Solicitation have been filed with, and have not been approved or reviewed by, any federal or state securities commission or regulatory authority of any country. No authority has passed upon the accuracy or adequacy of the Statement or any documents related to the Consent Solicitation, and it is unlawful and may be a criminal offense to make any representation to the contrary.\n\nOriginal source can be found here."	"Press release submission"	"https://westnovanews.com/stories/618602438-encompass-health-corporation-announces-extension-of-consent-solicitation-of-holders-of-its-4-500-senior-notes-due-2028-4-750-senior-notes-due-2030-and-4-625-senior-notes-due-2031"	"Sat, 15 Jan 2022 20:37:00 -0600"	1642297020	1642341748	"Metric Media"	"Virginia"	"IP_Address_24"
"midlandtimes--2023-03-13--USTA: Cameron Newton of Midland ranks 20,430th in Boys’ 18 singles points bracket in February"	2023-03-13	"midlandtimes"	"USTA: Cameron Newton of Midland ranks 20,430th in Boys’ 18 singles points bracket in February"	"Cameron Newton of Midland finished 20,430th in the United States Tennis Association’s Boys’ 18 bracket in February.\n\nThey earned no singles points in June to end the month with 65 single points.\n\nTheir ranking rose by 60 over the month before.\n\nThere are 40 USTA players from Midland across all age categories.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said."	"Midland Times"	"https://midlandtimes.com/stories/640089152-usta-cameron-newton-of-midland-ranks-20-430th-in-boys-18-singles-points-bracket-in-february"	"Mon, 13 Mar 2023 18:13:51 -0500"	1678745631	1678794640	"Franklin Archer"	"Texas"	"IP_Address_4"
"atlstandard--2023-02-01--Georgia U.S. Rep Nikema Williams: \"On the 83rd anniversary of the first Social Security check going "	2023-02-01	"atlstandard"	"Georgia U.S. Rep Nikema Williams: \"On the 83rd anniversary of the first Social Security check going out, how can House Republicans meet...\""	"\"On the 83rd anniversary of the first Social Security check going out, how can House Republicans meet with the seniors they represent and still threaten to cut life-changing Social Security and Medicare benefits?\"Read on Twitter\n\nHere are other recent tweets from Nikema Williams:\n\nRead on Twitter \"Thank you for the kind words @OfficialMLK3. Your mom remains an inspiration to each new generation of Black women leaders. There's no higher honor than standing there with her twitter.com/OfficialMLK3/s\n\n\"It's been 158 years since the House of Representatives sent the 13th Amendment to the states for ratification. Now, it's time to pass my and @SenJeffMerkley's Abolition Amendment to finally end the exception in the 13th Amendment and ban slavery once and for all.\" Read on Twitter\n\nRead on Twitter \"Nearly $1 billion a week in profit, while working families paid the price. This is why House Democrats voted last year to crack down on oil and gas companies price gouging consumers.Every Republican voted no. twitter.com/WSJ/status/162"	"ATL Standard"	"https://atlstandard.com/stories/639197045-georgia-u-s-rep-nikema-williams-on-the-83rd-anniversary-of-the-first-social-security-check-going-out-how-can-house-republicans-meet"	"Wed, 01 Feb 2023 09:41:50 -0600"	1675262510	1675296159	"Metric Media"	"Georgia"	"IP_Address_24"
"nebergennews--2022-02-04--How many junior tennis players from Tenafly are ranked in Boys’ 18 category in week ending Jan. 21?"	2022-02-04	"nebergennews"	"How many junior tennis players from Tenafly are ranked in Boys’ 18 category in week ending Jan. 21?"	"There are seven junior tennis players from Tenafly ranked in the Boys’ 18 category in the week ending Jan. 21 by the United States Tennis Association\n\nThere were seven junior tennis players who ranked in Boys' 18 bracket the previous week.\n\nAlexander Merson is the top ranked boy in the category with 1,713 points.\n\nPlayers earn points by winning matches in tournaments, with bonus points awarded based on the standing of their opponent.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said."	"NE Bergen News"	"https://nebergennews.com/stories/619292443-how-many-junior-tennis-players-from-tenafly-are-ranked-in-boys-18-category-in-week-ending-jan-21"	"Fri, 04 Feb 2022 02:15:39 -0600"	1643958939	1644067170	"Metric Media"	"New Jersey"	"IP_Address_17"
"centralohiotoday--2021-08-27--Nancy Bell donates $50 to James D. Jordan's campaign committee in June"	2021-08-27	"centralohiotoday"	"Nancy Bell donates $50 to James D. Jordan's campaign committee in June"	"Nancy Bell donated $50 to James D. Jordan during June, according to the Federal Election Commission (FEC)\n\nDonations can be made to political candidates in various amounts. The FEC regulates these donations, and individual groups, excluding PACs, must disclose donations over $250 per year.\n\nThe following table lists top 100 contributions donated to James D. Jordan's campaign in June."	"Central Ohio Today"	"https://centralohiotoday.com/stories/606323747-nancy-bell-donates-50-to-james-d-jordan-s-campaign-committee-in-june"	"Fri, 27 Aug 2021 03:53:56 -0500"	1630050836	1630106230	"Metric Media"	"Ohio"	"IP_Address_17"
"westdfwnews--2021-09-01--At least 1 cosmetology beauty salon license set to expire during October in Texas ZIP Code 75401"	2021-09-01	"westdfwnews"	"At least 1 cosmetology beauty salon license set to expire during October in Texas ZIP Code 75401"	"At least one cosmetology beauty salon license held by an organization from Texas ZIP Code 75401 is set to expire during October, according to data from the DSHS Professional Licensing and Certification Unit\n\nThe DSHS Professional Licensing and Certification Unit consists of 23 regulatory programs. The programs evaluate and issue credentials, administer examinations, monitor continuing education activities, conduct complaint investigations, impose disciplinary sanctions, and otherwise regulate a variety of health professions and related facilities in the State of Texas.\n\nThe license listed in the table below will expire during October if it is not renewed.\n\nCosmetology beauty salon license set to expire in Texas ZIP Code 75401 during October"	"West DFW News"	"https://westdfwnews.com/stories/606882925-at-least-1-cosmetology-beauty-salon-license-set-to-expire-during-october-in-texas-zip-code-75401"	"Wed, 01 Sep 2021 14:00:58 -0500"	1630519258	1630589878	"Metric Media"	"Texas"	"IP_Address_17"
"adareporter--2022-05-24--Christopher Taylor ranks 5,290th in Boys' 18 doubles bracket by week ending Feb. 26"	2022-05-24	"adareporter"	"Christopher Taylor ranks 5,290th in Boys' 18 doubles bracket by week ending Feb. 26"	"Meridian tennis player Christopher Taylor won eight points playing doubles tournaments in the junior Boys’ 18 category of the United States Tennis Association by the week ending Feb. 26.\n\nThey are ranked 5,290th, down from 5,256th the week before.\n\nTheir eight points playing doubles equal 15 percent of their total score, added to 100 percent of their singles points.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said.\n\nWeekly standings collected on May 20 from the USTA."	"Ada Reporter"	"https://adareporter.com/stories/626049576-christopher-taylor-ranks-5-290th-in-boys-18-doubles-bracket-by-week-ending-feb-26"	"Tue, 24 May 2022 08:50:32 -0500"	1653396632	1653433229	"Metric Media"	"Idaho"	"IP_Address_24"
"cabarrustoday--2022-07-20--How high did Harrisburg junior tennis player Thasvin Saravanan rank in Boys’ 14 bracket in week endi"	2022-07-20	"cabarrustoday"	"How high did Harrisburg junior tennis player Thasvin Saravanan rank in Boys’ 14 bracket in week ending July 9?"	"Harrisburg tennis player Thasvin Saravanan is ranked 9,442nd in the junior Boys’ 14 category of the United States Tennis Association in the week ending July 9.\n\nThey had 25 total points, split between 25 single points and any double points. USTA rankings are determined by adding 100 percent of singles points and 15 percent of doubles points plus any bonus points earned.\n\nThey were ranked 9,646th the week before.\n\nPlayers earn points per round in tournaments, winning higher points the further into a tournament they advance.\n\nJarett Cascino of New York Tennis Magazine says tennis is one of the most competitive youth sports.\n\n“There is always someone better than you on any given day, even if you are the number one player in the world!” he said."	"Cabarrus Today"	"https://cabarrustoday.com/stories/628613134-how-high-did-harrisburg-junior-tennis-player-thasvin-saravanan-rank-in-boys-14-bracket-in-week-ending-july-9"	"Wed, 20 Jul 2022 09:07:19 -0500"	1658322439	1658358555	"Metric Media"	"North Carolina"	"IP_Address_17"
